Nominal mass	Compositions	Charges
118	H10C5OS,H10C4CxOS,H10C5OSx,H10C3Cx2OS,H10C2Cx3OS	-1,1
118	H6C7N2,H6C6CxN2,H6C5Cx2N2,H6C4Cx3N2	1
118	H11C6Cl,H11C5CxCl,H11C6Clx,H11C4Cx2Cl,H11C3Cx3Cl	-1,1
118	H10C5O3,H10C4CxO3,H10C5O2Ox,H10C3Cx2O3,H10C2Cx3O3	-1,1
118	H10C4N2O2,H10C3CxN2O2,H10C4N2OOx,H10C2Cx2N2O2,H10CCx3N2O2	-1,1
118	H10C9,H10C8Cx,H10C7Cx2,H10C6Cx3	1
118	H14C6O2,H14C5CxO2,H14C6OOx,H14C4Cx2O2,H14C3Cx3O2	-1,1
118	H14C5N2O,H14C4CxN2O,H14C3Cx2N2O,H14C2Cx3N2O	1
119	H3O4Cr,H3O3OxCr	-1
119	H5C3NO2S,H5C2CxNO2S,H5C3NO2Sx,H5C3NOOxS,H5CCx2NO2S	1
119	H5C3NO4,H5C2CxNO4,H5C3NO3Ox,H5CCx2NO4	-1
119	H5C7NO,H5C6CxNO,H5C5Cx2NO,H5C4Cx3NO	-1,1
119	H9C4NOS,H9C3CxNOS,H9C4NOSx,H9C2Cx2NOS,H9CCx3NOS	1
119	H5C6N3,H5C5CxN3,H5C4Cx2N3,H5C3Cx3N3	-1,1
119	H9C4NO3,H9C4NxO3,H9C3CxNO3,H9C4NO2Ox,H9C2Cx2NO3,H9CCx3NO3	-1,1
119	H9C3N3O2,H9C2CxN3O2,H9C3N3OOx,H9CCx2N3O2	1
119	H9C8N,H9C7CxN,H9C6Cx2N,H9C5Cx3N	-1,1
119	H13C5NO2,H13C4CxNO2,H13C5NOOx,H13C3Cx2NO2,H13C2Cx3NO2	1
120	HO4Mn,HO3OxMn	-1
120	HO4NaS,HO4NaSx,HO3OxNaS	-1
120	H2O4NaP,H2O3OxNaP	-1,1
120	H4C3OS2,H4C2CxOS2,H4C3OSSx,H4CCx2OS2	-1
120	H4C3O5,H4C2CxO5,H4C3O4Ox,H4CCx2O5	-1
120	H6C3NO2S,H6C2CxNO2S,H6C3NO2Sx,H6C3NOOxS,H6CCx2NO2S	1
120	H4C7O2,H4C6CxO2,H4C7OOx,H4C5Cx2O2,H4C4Cx3O2	1
120	H8C4O2S,H8C3CxO2S,H8C4O2Sx,H8C4OOxS,H8C2Cx2O2S,H8CCx3O2S	-1,1
120	H4C6N2O,H4C5CxN2O,H4C4Cx2N2O,H4C3Cx3N2O	-1,1
120	H8C4O4,H8C3CxO4,H8C4O3Ox,H8C2Cx2O4,H8CCx3O4,H2Hx6C4O4	-1,1
120	H4C5N4,H4C4CxN4,H4C3Cx2N4,H4C2Cx3N4	1
120	H8C8O,H8C7CxO,H8C6Cx2O,H8C5Cx3O	-1,1
120	H8C7N2,H8C6CxN2,H8C5Cx2N2,H8C4Cx3N2	-1,1
120	H12C5O3,H12C4CxO3,H12C5O2Ox,H12C3Cx2O3,H12C2Cx3O3	-1,1
120	H12C9,H12C8Cx,H12C7Cx2,H12C6Cx3	1
121	H7C3NS2,H7C2CxNS2,H7C3NSSx,H7CCx2NS2	-1
121	H7C3NO2S,H7C2CxNO2S,H7C3NO2Sx,H7C3NOOxS,H7CCx2NO2S	-1,1
121	H3C5N3O,H3C4CxN3O,H3C3Cx2N3O,H3C2Cx3N3O	-1,1
121	H5C7O2,H5C6CxO2,H5C7OOx,H5C5Cx2O2,H5C4Cx3O2	1
121	H7C7NO,H7C6CxNO,H7C5Cx2NO,H7C4Cx3NO	-1,1
121	H7C6N3,H7C5CxN3,H7C4Cx2N3,H7C3Cx3N3	-1,1
121	H11C4NO3,H11C3CxNO3,H11C4NO2Ox,H11C2Cx2NO3,H11CCx3NO3	-1,1
121	H11C8N,H11C7CxN,H11C6Cx2N,H11C5Cx3N	1
122	CO3NaK,CxO3NaK,CO3NaKx,CO2OxNaK	-1,1
122	O4NaCl,O4NaClx,O3OxNaCl	1
122	H7C3Br,H7C2CxBr,H7CCx2Br	1
122	H6C3O3S,H6C2CxO3S,H6C3O3Sx,H6C3O2OxS,H6CCx2O3S	-1
122	H6C2N2O4,H6CCxN2O4,H6C2N2O3Ox	1
122	H6C7O2,H6C6CxO2,H6C7OOx,H6C5Cx2O2,H6C4Cx3O2	-1,1
122	H10C4O2S,H10C3CxO2S,H10C4O2Sx,H10C4OOxS,H10C2Cx2O2S	-1,1
122	H6C6N2O,H6C5CxN2O,H6C4Cx2N2O,H6C3Cx3N2O	-1,1
122	H10C4O4,H10C3CxO4,H10C4O3Ox,H10C2Cx2O4,H10CCx3O4	-1
122	H10C8O,H10C7CxO,H10C6Cx2O,H10C5Cx3O	-1,1
122	H10C7N2,H10C6CxN2,H10C5Cx2N2,H10C4Cx3N2	1
122	H14C9,H14C8Cx,H14C7Cx2,H14C6Cx3	1
123	H6C3NO2Cl,H6C2CxNO2Cl,H6C3NO2Clx,H6C3NOOxCl,H6CCx2NO2Cl	1
123	H5C6NO2,H5C5CxNO2,H5C6NOOx,H5C4Cx2NO2,H5C3Cx3NO2	-1,1
123	H5C5N3O,H5C4CxN3O,H5C3Cx2N3O,H5C2Cx3N3O	-1,1
123	H9C7NO,H9C6CxNO,H9C5Cx2NO,H9C4Cx3NO	-1,1
123	H9C6N3,H9C5CxN3,H9C4Cx2N3,H9C3Cx3N3	-1,1
123	H13C8N,H13C7CxN,H13C6Cx2N,H13C5Cx3N	1
124	H2CO4Na2,H2CxO4Na2,H2CO3OxNa2	-1
124	H4C2O4S,H4CCxO4S,H4C2O4Sx,H4C2O3OxS	-1
124	H8O2Si3,H8OOxSi3	-1
124	H5C2O4P,H5CCxO4P,H5C2O3OxP	-1,1
124	H5C3O3Cl,H5C2CxO3Cl,H5C3O3Clx,H5C3O2OxCl,H5CCx2O3Cl	-1,1
124	H8C3OS2,H8C3OSSx,H8CCx2OS2	-1
124	H4C6O3,H4C5CxO3,H4C6O2Ox,H4C4Cx2O3,H4C3Cx3O3	-1,1
124	H8C3O3S,H8C2CxO3S,H8C3O3Sx,H8C3O2OxS,H8CCx2O3S	-1
124	H4C5N2O2,H4C4CxN2O2,H4C5N2OOx,H4C3Cx2N2O2,H4C2Cx3N2O2	-1,1
124	H8C7S,H8C6CxS,H8C7Sx,H8C5Cx2S,H8C4Cx3S	-1,1
124	H8C7O2,H8C6CxO2,H8C7OOx,H8C5Cx2O2,H8C4Cx3O2	-1,1
124	H8C6N2O,H8C5CxN2O,H8C4Cx2N2O,H8C3Cx3N2O	-1,1
124	H12C8O,H12C7CxO,H12C6Cx2O,H12C5Cx3O	-1,1
124	H12C7N2,H12C6CxN2,H12C5Cx2N2,H12C4Cx3N2	-1,1
124	H16C9,H16C8Cx,H16C7Cx2,H16C6Cx3	1
125	HCO5S,HCO4OxS	-1
125	H4C3NO3Na,H4C2CxNO3Na,H4C3NO2OxNa,H4CCx2NO3Na	-1
125	H7C2NO3S,H7CCxNO3S,H7C2NO3Sx,H7C2NO2OxS	-1,1
125	H7C6NS,H7C5CxNS,H7C6NSx,H7C4Cx2NS,H7C3Cx3NS	1
125	H7C6NO2,H7C5CxNO2,H7C6NOOx,H7C4Cx2NO2,H7C3Cx3NO2	-1,1
125	H7C5N3O,H7C4CxN3O,H7C3Cx2N3O,H7C2Cx3N3O	-1,1
125	H7C4N5,H7C3CxN5,H7C2Cx2N5,H7CCx3N5	1
125	H11C7NO,H11C6CxNO,H11C5Cx2NO,H11C4Cx3NO	-1,1
125	H11C6N3,H11C5CxN3,H11C4Cx2N3,H11C3Cx3N3	-1,1
125	H15C8N,H15C7CxN,H15C6Cx2N,H15C5Cx3N	1
126	H3CO5P,H3CO4OxP	-1
126	H6C2O4S,H6CCxO4S,H6C2O4Sx,H6C2O3OxS	-1,1
126	H7C2O4P,H7CCxO4P,H7C2O3OxP	-1,1
126	Li2C4O4,Li2C3CxO4,Li2C4O3Ox,Li2C2Cx2O4,Li2CCx3O4	-1,1
126	H6C6OS,H6C5CxOS,H6C6OSx,H6C4Cx2OS,H6C3Cx3OS	-1,1
126	H5C4OF3,H5C3CxOF3,H5C2Cx2OF3,H5CCx3OF3	-1
126	H7C4O3Na,H7C3CxO3Na,H7C4O2OxNa,H7C2Cx2O3Na,H7CCx3O3Na	-1,1
126	H6C6O3,H6C5CxO3,H6C6O2Ox,H6C4Cx2O3,H6C3Cx3O3	-1,1
126	H6C5N2O2,H6C5NNxO2,H6C4CxN2O2,H6C4CxNNxO2,H6C5N2OOx,H6C3Cx2N2O2,H6C2Cx3N2O2	-1,1
126	H6C4N4O,H6C3CxN4O,H6C2Cx2N4O,H6CCx3N4O	-1,1
126	H6C3N6,H6C2CxN6,H6CCx2N6	1
126	H10C7O2,H10C6CxO2,H10C7OOx,H10C5Cx2O2,H10C4Cx3O2	-1,1
126	H10C6N2O,H10C5CxN2O,H10C4Cx2N2O,H10C3Cx3N2O	-1,1
126	H10C5N4,H10C4CxN4,H10C3Cx2N4,H10C2Cx3N4	1
126	H14C8O,H14C7CxO,H14C6Cx2O,H14C5Cx3O	-1,1
126	H14C7N2,H14C6CxN2,H14C5Cx2N2,H14C4Cx3N2	1
127	H6C6NCl,H6C5CxNCl,H6C6NClx,H6C4Cx2NCl,H6C3Cx3NCl	-1,1
127	H5C5NO3,H5C4CxNO3,H5C5NO2Ox,H5C3Cx2NO3,H5C2Cx3NO3	-1,1
127	H5C4N3O2,H5C3CxN3O2,H5C4N3OOx,H5C2Cx2N3O2,H5CCx3N3O2	-1,1
127	H9C6NS,H9C5CxNS,H9C6NSx,H9C4Cx2NS,H9C3Cx3NS	-1,1
127	H5C3N5O,H5C2CxN5O,H5CCx2N5O	1
127	H7C10,H7C9Cx,H7C8Cx2,H7C7Cx3	1
127	H9C6NO2,H9C5CxNO2,H9C6NOOx,H9C4Cx2NO2,H9C3Cx3NO2	-1,1
127	H9C5N3O,H9C4CxN3O,H9C3Cx2N3O,H9C2Cx3N3O	-1,1
127	H13C7NO,H13C6CxNO,H13C5Cx2NO,H13C4Cx3NO	-1,1
127	H13C6N3,H13C5CxN3,H13C4Cx2N3,H13C3Cx3N3	1
127	H17C8N,H17C7CxN,H17C6Cx2N,H17C5Cx3N	1
128	S4,S3Sx	-1
128	HO3Br,HO2OxBr	-1
128	HI	-1
128	H2C2O2Cl2,H2CCxO2Cl2,H2C2O2ClClx,H2C2OOxCl2	-1,1
128	CO3Na3-H,CxO3Na3-H,CO2OxNa3-H	1
128	BO3Na3,BO2OxNa3	1
128	H5C2O4Cl,H5CCxO4Cl,H5C2O4Clx,H5C2O3OxCl	-1
128	H5C6OCl,H5C5CxOCl,H5C6OClx,H5C4Cx2OCl,H5C3Cx3OCl	-1
128	H4C5O4,H4C4CxO4,H4C5O3Ox,H4C3Cx2O4,H4C2Cx3O4	-1,1
128	H4C4N2O3,H4C3CxN2O3,H4C4N2O2Ox,H4C2Cx2N2O3,H4CCx3N2O3	-1,1
128	H8C6O3,H8C5CxO3,H8C6O2Ox,H8C4Cx2O3,H8C3Cx3O3	-1,1
128	H8C5N2O2,H8C4CxN2O2,H8C5N2OOx,H8C3Cx2N2O2,H8C2Cx3N2O2	-1,1
128	H8C10,H8C9Cx,H8C8Cx2,H8C7Cx3	1
128	H12C7O2,H12C6CxO2,H12C7OOx,H12C5Cx2O2,H12C4Cx3O2	-1,1
128	H12C6N2O,H12C5CxN2O,H12C4Cx2N2O,H12C3Cx3N2O	-1,1
128	H16C8O,H16C7CxO,H16C6Cx2O,H16C5Cx3O	-1,1
128	H16C7N2,H16C6CxN2,H16C5Cx2N2,H16C4Cx3N2	1
129	H3C3N3O3,H3C2CxN3O3,H3C3N3O2Ox,H3CCx2N3O3	-1
129	H7C5NOS,H7C4CxNOS,H7C5NOSx,H7C3Cx2NOS,H7C2Cx3NOS	-1,1
129	H7C5NO3,H7C4CxNO3,H7C5NO2Ox,H7C3Cx2NO3,H7C2Cx3NO3	-1,1
129	H7C4N3O2,H7C3CxN3O2,H7C4N3OOx,H7C2Cx2N3O2,H7CCx3N3O2	-1,1
129	H7C9N,H7C8CxN,H7C7Cx2N,H7C6Cx3N	-1,1
129	H11C6NS,H11C5CxNS,H11C6NSx,H11C4Cx2NS,H11C3Cx3NS	-1,1
129	H11C6NO2,H11C5CxNO2,H11C6NOOx,H11C4Cx2NO2,H11C3Cx3NO2	-1,1
129	H11C5N3O,H11C4CxN3O,H11C3Cx2N3O,H11C2Cx3N3O	-1,1
129	H13C7O2,H13C6CxO2,H13C7OOx,H13C5Cx2O2,H13C4Cx3O2	-1,1
129	H15C7NO,H15C6CxNO,H15C5Cx2NO,H15C4Cx3NO	-1,1
129	H15C6N3,H15C5CxN3,H15C4Cx2N3,H15C3Cx3N3	1
129	H19C8N,H19C7CxN,H19C6Cx2N,H19C5Cx3N	1
130	H2C2O4Ca,H2CCxO4Ca,H2C2O3OxCa	1
130	H4C2O2Cl2,H4CCxO2Cl2,H4C2O2ClClx,H4C2OOxCl2	1
130	H6C4N2OS,H6C3CxN2OS,H6C4N2OSx,H6C2Cx2N2OS,H6CCx3N2OS	1
130	H6C5O4,H6C4CxO4,H6C5O3Ox,H6C3Cx2O4,H6C2Cx3O4	-1,1
130	H7C5N2Cl,H7C4CxN2Cl,H7C5N2Clx,H7C3Cx2N2Cl,H7C2Cx3N2Cl	1
130	H6C4N2O3,H6C3CxN2O3,H6C4N2O2Ox,H6C2Cx2N2O3,H6CCx3N2O3	-1,1
130	H6C9O,H6C8CxO,H6C7Cx2O,H6C6Cx3O	1
130	H10C6OS,H10C5CxOS,H10C6OSx,H10C4Cx2OS,H10C3Cx3OS	-1,1
130	H11O6Na,H11O5OxNa	-1,1
130	H10C2O6,H10CCxO6,H10C2O5Ox	1
130	H8C5NO3,H8C4CxNO3,H8C5NO2Ox,H8C3Cx2NO3,H8C2Cx3NO3	-1
130	H6C8N2,H6C7CxN2,H6C6Cx2N2,H6C5Cx3N2	1
130	H10C5N2S,H10C4CxN2S,H10C5N2Sx,H10C3Cx2N2S,H10C2Cx3N2S	1
130	H10C6O3,H10C5CxO3,H10C6O2Ox,H10C4Cx2O3,H10C3Cx3O3	-1,1
130	H8C9N,H8C8CxN,H8C7Cx2N,H8C6Cx3N	1
130	H10C5N2O2,H10C4CxN2O2,H10C5N2OOx,H10C3Cx2N2O2,H10C2Cx3N2O2	-1,1
130	H10C10,H10C9Cx,H10C8Cx2,H10C7Cx3	-1,1
130	H14C7S,H14C6CxS,H14C7Sx,H14C5Cx2S,H14C4Cx3S	1
130	H14C7O2,H14C6CxO2,H14C7OOx,H14C5Cx2O2,H14C4Cx3O2	-1,1
130	H14C6N2O,H14C5CxN2O,H14C4Cx2N2O,H14C3Cx3N2O	-1,1
130	H14C5N4,H14C4CxN4,H14C3Cx2N4,H14C2Cx3N4	1
130	H18C8O,H18C7CxO,H18C6Cx2O,H18C5Cx3O	-1
131	H2C2Cl3,H2CCxCl3,H2C2Cl2Clx	1
131	H5C4NO2S,H5C3CxNO2S,H5C4NO2Sx,H5C4NOOxS,H5C2Cx2NO2S,H5CCx3NO2S	1
131	H5C4NO4,H5C3CxNO4,H5C4NO3Ox,H5C2Cx2NO4,H5CCx3NO4	-1,1
131	H5C8NO,H5C7CxNO,H5C6Cx2NO,H5C5Cx3NO	1
131	H9C5NOS,H9C4CxNOS,H9C5NOSx,H9C3Cx2NOS,H9C2Cx3NOS	1
131	H7C4N2O3,H7C3CxN2O3,H7C4N2O2Ox,H7C2Cx2N2O3,H7CCx3N2O3	-1,1
131	H5C7N3,H5C6CxN3,H5C5Cx2N3,H5C4Cx3N3	-1,1
131	H9C5NO3,H9C4CxNO3,H9C5NO2Ox,H9C3Cx2NO3,H9C2Cx3NO3	-1,1
131	H9C4N3O2,H9C4N2NxO2,H9C3CxN3O2,H9C4N3OOx,H9C2Cx2N3O2,H9CCx3N3O2	-1,1
131	H9C9N,H9C8CxN,H9C7Cx2N,H9C6Cx3N	-1,1
131	H13C6NO2,H13C6NxO2,H13C5CxNO2,H13C6NOOx,H13C4Cx2NO2,H13C3Cx3NO2	-1,1
131	H13C5N3O,H13C4CxN3O,H13C3Cx2N3O,H13C2Cx3N3O	1
132	C2OF3Cl,CCxOF3Cl,C2OF3Clx	-1
132	H4C3N2S2,H4C2CxN2S2,H4C3N2SSx,H4CCx2N2S2	-1
132	H4C3N2O2S,H4C2CxN2O2S,H4C3N2O2Sx,H4C3N2OOxS,H4CCx2N2O2S	-1,1
132	HC3F5,HC2CxF5,HCCx2F5	-1
132	H4C4O5,H4C3CxO5,H4C4O4Ox,H4C2Cx2O5,H4CCx3O5	-1
132	H4C3N2O4,H4C2CxN2O4,H4C3N2O3Ox,H4CCx2N2O4	-1
132	H8N2O4S,H8N2O4Sx,H8N2O3OxS	1
132	H4C8O2,H4C7CxO2,H4C8OOx,H4C6Cx2O2,H4C5Cx3O2	1
132	H9O6Al,H9O5OxAl	1
132	H10C2N2Cl2,H10CCxN2Cl2,H10C2N2ClClx	1
132	H8C5O2S,H8C4CxO2S,H8C5O2Sx,H8C5OOxS,H8C3Cx2O2S,H8C2Cx3O2S	-1,1
132	H5C4N2O2F,H5C3CxN2O2F,H5C4N2OOxF,H5C2Cx2N2O2F,H5CCx3N2O2F	-1,1
132	H8C5O4,H8C4CxO4,H8C5O3Ox,H8C3Cx2O4,H8C2Cx3O4	-1,1
132	H6C8NO,H6C7CxNO,H6C6Cx2NO,H6C5Cx3NO	1
132	H8C4N2O3,H8C3CxN2O3,H8C4N2O2Ox,H8C2Cx2N2O3,H8CCx3N2O3	-1,1
132	H8C9O,H8C8CxO,H8C7Cx2O,H8C6Cx3O	-1,1
132	H12C6OS,H12C5CxOS,H12C6OSx,H12C4Cx2OS,H12C3Cx3OS	-1,1
132	H8C3N4O2,H8C2CxN4O2,H8C3N4OOx,H8CCx2N4O2	1
132	H8C8N2,H8C7CxN2,H8C6Cx2N2,H8C5Cx3N2	-1,1
132	H12C5N2S,H12C4CxN2S,H12C5N2Sx,H12C3Cx2N2S,H12C2Cx3N2S	-1,1
132	H12C6O3,H12C5CxO3,H12C6O2Ox,H12C4Cx2O3,H12C3Cx3O3	-1,1
132	H12C5N2O2,H12C4CxN2O2,H12C5N2OOx,H12C3Cx2N2O2,H12C2Cx3N2O2	-1,1
132	H12C10,H12C9Cx,H12C8Cx2,H12C7Cx3	1
132	H17C7P,H17C6CxP,H17C5Cx2P,H17C4Cx3P	-1
132	H16C7O2,H16C6CxO2,H16C7OOx,H16C5Cx2O2,H16C4Cx3O2	1
132	H16C6N2O,H16C5CxN2O,H16C4Cx2N2O,H16C3Cx3N2O	1
133	H7C4NO2S,H7C3CxNO2S,H7C4NO2Sx,H7C4NOOxS,H7C2Cx2NO2S,H7CCx3NO2S	-1,1
133	H7C4NO4,H7C3CxNO4,H7C4NO3Ox,H7C2Cx2NO4,H7CCx3NO4	-1,1
133	H7C8NO,H7C7CxNO,H7C6Cx2NO,H7C5Cx3NO	-1,1
133	H11C5NOS,H11C4CxNOS,H11C5NOSx,H11C3Cx2NOS,H11C2Cx3NOS	-1,1
133	H7C7N3,H7C6CxN3,H7C5Cx2N3,H7C4Cx3N3	-1,1
133	H11C5NO3,H11C4CxNO3,H11C5NO2Ox,H11C3Cx2NO3,H11C2Cx3NO3	-1,1
133	H11C4N3O2,H11C3CxN3O2,H11C4N3OOx,H11C2Cx2N3O2,H11CCx3N3O2	1
133	H11C9N,H11C8CxN,H11C7Cx2N,H11C6Cx3N	1
133	H15C6NO2,H15C5CxNO2,H15C6NOOx,H15C4Cx2NO2,H15C3Cx3NO2	-1,1
134	H6C4O5,H6C3CxO5,H6C4O4Ox,H6C2Cx2O5,H6CCx3O5,H6Cx4O5	-1,1
134	H6C3N2O4,H6C2CxN2O4,H6C3N2O3Ox,H6CCx2N2O4	-1
134	H6C8O2,H6C7CxO2,H6C8OOx,H6C6Cx2O2,H6C5Cx3O2	-1,1
134	H10C5O2S,H10C4CxO2S,H10C5O2Sx,H10C5OOxS,H10C3Cx2O2S,H10C2Cx3O2S	-1,1
134	H4C5N5,H4C4CxN5,H4C3Cx2N5,H4C2Cx3N5	-1
134	H6C7N2O,H6C6CxN2O,H6C5Cx2N2O,H6C4Cx3N2O	-1,1
134	H10C5O4,H10C4CxO4,H10C5O3Ox,H10C3Cx2O4,H10C2Cx3O4	-1,1
134	H6C6N4,H6C5CxN4,H6C4Cx2N4,H6C3Cx3N4	-1,1
134	H10C4N2O3,H10C3CxN2O3,H10C4N2O2Ox,H10C2Cx2N2O3,H10CCx3N2O3	-1,1
134	H10C9O,H10C8CxO,H10C7Cx2O,H10C6Cx3O	-1,1
134	H14C6O3,H14C5CxO3,H14C6O2Ox,H14C4Cx2O3,H14C3Cx3O3	-1,1
134	H14C10,H14C9Cx,H14C8Cx2,H14C7Cx3	1
135	H3C3O4S,H3C2CxO4S,H3C3O3OxS	-1
135	H5C3NO3S,H5C2CxNO3S,H5C3NO3Sx,H5C3NO2OxS,H5CCx2NO3S	-1,1
135	H5C7NS,H5C6CxNS,H5C7NSx,H5C5Cx2NS,H5C4Cx3NS	-1,1
135	H5C7NO2,H5C6CxNO2,H5C7NOOx,H5C5Cx2NO2,H5C4Cx3NO2	-1,1
135	H9C4NO2S,H9C3CxNO2S,H9C4NO2Sx,H9C4NOOxS,H9C2Cx2NO2S,H9CCx3NO2S	-1,1
135	H5C6N3O,H5C5CxN3O,H5C4Cx2N3O,H5C3Cx3N3O	-1,1
135	H7C8O2,H7C7CxO2,H7C8OOx,H7C6Cx2O2,H7C5Cx3O2	-1,1
135	H9C4NO4,H9C3CxNO4,H9C4NO3Ox,H9C2Cx2NO4,H9CCx3NO4	1
135	H5C5N5,H5C5N4Nx,H5C4CxN5,H4HxC5N5,H5C5N3Nx2,H5C4CxN4Nx,H5C3Cx2N5,H5C2Cx3N5	-1,1
135	H9C8NO,H9C7CxNO,H9C6Cx2NO,H9C5Cx3NO	-1,1
135	H13C5NO3,H13C4CxNO3,H13C5NO2Ox,H13C3Cx2NO3,H13C2Cx3NO3	-1,1
135	H13C9N,H13C8CxN,H13C7Cx2N,H13C6Cx3N	1
136	HO4PCa,HO3OxPCa	1
136	H2O4PK,H2O3OxPK	-1,1
136	H5C4O3Cl,H5C3CxO3Cl,H5C4O3Clx,H5C4O2OxCl,H5C2Cx2O3Cl,H5CCx3O3Cl	-1,1
136	H5C6MgCl,H5C5CxMgCl,H5C6MgClx,H5C4Cx2MgCl,H5C3Cx3MgCl	-1,1
136	H8C4O3S,H8C3CxO3S,H8C4O3Sx,H8C4O2OxS,H8C2Cx2O3S,H8CCx3O3S	-1,1
136	H4C6N2O2,H4C5CxN2O2,H4C6N2OOx,H4C4Cx2N2O2,H4C3Cx3N2O2	-1,1
136	H8C4O5,H8C3CxO5,H8C4O4Ox,H8C2Cx2O5,H8CCx3O5	-1
136	H4C5N4O,H4C4CxN4O,H4C3Cx2N4O,H4C2Cx3N4O	-1,1
136	H8C8O2,H8C7CxO2,H8C8OOx,H8C6Cx2O2,H8C5Cx3O2	-1,1
136	H12C5O2S,H12C4CxO2S,H12C5O2Sx,H12C5OOxS,H12C3Cx2O2S,H12C2Cx3O2S	-1,1
136	H8C7N2O,H8C6CxN2O,H8C5Cx2N2O,H8C4Cx3N2O	-1,1
136	H12C5O4,H12C4CxO4,H12C5O3Ox,H12C3Cx2O4,H12C2Cx3O4	-1,1
136	H8C6N4,H8C5CxN4,H8C4Cx2N4,H8C3Cx3N4	-1,1
136	H12C9O,H12C8CxO,H12C7Cx2O,H12C6Cx3O	-1,1
136	H12C8N2,H12C7CxN2,H12C6Cx2N2,H12C5Cx3N2	1
136	H16C10,H16C9Cx,H16C8Cx2,H16C7Cx3	1
137	H7C3NO3S,H7C2CxNO3S,H7C3NO3Sx,H7C3NO2OxS,H7CCx2NO3S	-1
137	H8C3NO3P,H8C2CxNO3P,H8C3NO2OxP,H8CCx2NO3P	-1
137	H7C7NO2,H7C6CxNO2,H7C7NOOx,H7C5Cx2NO2,H7C4Cx3NO2	-1,1
137	H7C6N3O,H7C5CxN3O,H7C4Cx2N3O,H7C3Cx3N3O	-1,1
137	H11C8NO,H11C7CxNO,H11C6Cx2NO,H11C5Cx3NO	-1,1
137	H11C7N3,H11C6CxN3,H11C5Cx2N3,H11C4Cx3N3	1
137	H15C9N,H15C8CxN,H15C7Cx2N,H15C6Cx3N	1
138	CO3K2,CO3KKx,CO2OxK2	1
138	H4O5NaP,H4O4OxNaP	-1
138	H2C6O4,H2C5CxO4,H2C6O3Ox,H2C4Cx2O4,H2C3Cx3O4	1
138	H6C3O4S,H6C2CxO4S,H6C3O4Sx,H6C3O3OxS,H6CCx2O4S	-1,1
138	H6C7O3,H6C6CxO3,H6C7O2Ox,H6C5Cx2O3,H6C4Cx3O3	-1,1
138	H10C4O3S,H10C3CxO3S,H10C4O3Sx,H10C4O2OxS,H10C2Cx2O3S,H10CCx3O3S	1
138	H6C6N2O2,H6C5CxN2O2,H6C6N2OOx,H6C4Cx2N2O2,H6C3Cx3N2O2	-1,1
138	H11C4O3P,H11C3CxO3P,H11C4O2OxP,H11C2Cx2O3P,H11CCx3O3P	1
138	H6C5N4O,H6C4CxN4O,H6C3Cx2N4O,H6C2Cx3N4O	-1,1
138	H7BC10,H7BC9Cx,H7BC8Cx2,H7BC7Cx3	1
138	H8C6N3O,H8C5CxN3O,H8C4Cx2N3O,H8C3Cx3N3O	1
138	H10C8O2,H10C7CxO2,H10C8OOx,H10C6Cx2O2,H10C5Cx3O2	-1,1
138	H10C7N2O,H10C6CxN2O,H10C5Cx2N2O,H10C4Cx3N2O	-1,1
138	H10C6N4,H10C5CxN4,H10C4Cx2N4,H10C3Cx3N4	-1,1
138	H14C9O,H14C8CxO,H14C7Cx2O,H14C6Cx3O	-1,1
138	H14C8N2,H14C7CxN2,H14C6Cx2N2,H14C5Cx3N2	1
138	H18C10,H18C9Cx,H18C8Cx2,H18C7Cx3	1
139	H4C7OCl,H4C6CxOCl,H4C7OClx,H4C5Cx2OCl,H4C4Cx3OCl	1
139	H5C6NO3,H5C5CxNO3,H5C6NO2Ox,H5C4Cx2NO3,H5C3Cx3NO3	-1,1
139	H9C3NO3S,H9C2CxNO3S,H9C3NO3Sx,H9C3NO2OxS,H9CCx2NO3S	-1
139	H5C5N3O2,H5C4CxN3O2,H5C5N3OOx,H5C3Cx2N3O2,H5C2Cx3N3O2	-1,1
139	H10C3NO3P,H10C2CxNO3P,H10C3NO2OxP,H10CCx2NO3P	-1,1
139	H9C7NS,H9C6CxNS,H9C7NSx,H9C5Cx2NS,H9C4Cx3NS	-1,1
139	H5C3N7,H5C2CxN7,H5CCx2N7	1
139	H9C7NO2,H9C6CxNO2,H9C7NOOx,H9C5Cx2NO2,H9C4Cx3NO2	-1,1
139	H9C6N3O,H9C5CxN3O,H9C4Cx2N3O,H9C3Cx3N3O	-1,1
139	H13C8NO,H13C7CxNO,H13C6Cx2NO,H13C5Cx3NO	-1,1
139	H13C7N3,H13C6CxN3,H13C5Cx2N3,H13C4Cx3N3	1
139	H17C9N,H17C8CxN,H17C7Cx2N,H17C6Cx3N	1
140	H2O5NaCl,H2O5NaClx,H2O4OxNaCl	-1
140	H4C2O5S,H4CCxO5S,H4C2O5Sx,H4C2O4OxS	-1,1
140	H5C2O5P,H5CCxO5P,H5C2O4OxP	-1,1
140	H4C6O4,H4C5CxO4,H4C6O3Ox,H4C4Cx2O4,H4C3Cx3O4	-1,1
140	H4C5N2O3,H4C4CxN2O3,H4C5N2O2Ox,H4C3Cx2N2O3,H4C2Cx3N2O3	-1,1
140	H9C3O4P,H9C2CxO4P,H9C3O3OxP,H9CCx2O4P	1
